LEVEL 0;;LEVEL 1;;LEVEL 2;;LEVEL 3;;LEVEL 4;;;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97048-01;Бактеріологічний скринінг-тест;Resection of small intestine with formation of stoma;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97052-00;Стоматологiчне гістопатологічне дослідження тканин;Resection of small intestine with anastomosis;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97053-00;Цитологічне (стоматологічне) дослідження;Endoscopic examination of small intestine via intraoperative enterotomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97054-00;Скринінг слизової оболонки;Endoscopic examination of small intestine via laparotomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97055-00;Взяття зразка крові, для діагностики стоматологічного статусу;Appendicectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97056-00;Гематологічне (стоматологічне) обстеження;Laparoscopic appendicectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97061-00;Тестування пульпи;Incision and drainage of pancreatic abscess;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97071-00;Побудова діагностичної моделі, одна модель;Major pancreatic or retropancreatic dissection;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97072-00;Фотографічні знімки, внутрішньоротові;Excision of lesion of pancreas or pancreatic duct;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97073-00;Фотографічні знімки, позаротові;Excision of lesion of duodenum;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97081-00;Цефалометричний аналіз і інтерпретація результатів;Exploration of pancreas;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97082-00;Прогностичний аналіз співвідношення розмірів зубів і щелеп;Exploration of duodenum;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97083-00;Томографічний аналіз;Distal pancreatectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;15;ДІАГНОСТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;452;Інші послуги стоматологічної діагностики;97086-00;Електроміографічний аналіз;Pancreaticoduodenectomy with formation of stoma;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97111-00;Видалення нальоту або плям на зубах;Anastomosis of pancreas to duodenum;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97113-00;Зміна (обробка) контуру існуючої(-их) реставрації(-ій);Anastomosis of pancreas to stomach;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97114-00;Видалення конкрементів з поверхні зубів;Anastomosis of pancreas to Roux-en-Y loop of jejunum;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97116-00;Мікроабразія емалі, один зуб;Pancreaticojejunostomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97117-00;Відбілювання, внутрішнє, один зуб;Pancreatectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97118-00;Відбілювання, зовнішнє, один зуб;Pancreatectomy with splenectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;453;Профілактична санація і відбілювання зубів;97119-00;Відбілювання, в домашніх умовах, одна дуга;Partial splenectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;454;Місцеве застосування препаратів каріостатичної і/або ремінералізуючої дії;97121-01;Місцеве застосування препарату ремінералізуючої дії, 1 лікувальне застосування;Splenorrhaphy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;454;Місцеве застосування препаратів каріостатичної і/або ремінералізуючої дії;97121-02;Місцеве застосування препарату каріостатичної дії, 1 лікувальне застосування;Splenectomy;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;454;Місцеве застосування препаратів каріостатичної і/або ремінералізуючої дії;97123-01;Застосування концентрованого препарату ремінералізуючої дії, один зуб;Repair of traumatic diaphragmatic hernia;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;454;Місцеве застосування препаратів каріостатичної і/або ремінералізуючої дії;97123-02;Застосування концентрованого препарату каріостатичної дії, один зуб;Repair of diaphragmatic hernia, abdominal approach;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97131-00;Дієтичні рекомендації для профілактики стоматологічних захворювань;Repair of diaphragmatic hernia, thoracic approach;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97141-00;Навчання гігієні порожнини рота;Insertion of portocaval shunt;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97151-00;Встановлення капи, непряма фіксація;Insertion of mesocaval shunt;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97153-00;Бімаксилярна капа, непряма фіксація;Insertion of splenorenal shunt;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97161-00;Герметизація фісур, один зуб;Oesophageal transection via stapler;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97165-01;Процедура для зниження чутливості зубів;Oversewing of gastric varices;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;16;ПРОФІЛАКТИЧНІ СТОМАТОЛОГІЧНІ ПОСЛУГИ;455;Інші профілактичні послуги у галузі стоматології;97171-00;Одонтопластика, один зуб;Laparoscopic repair of femoral hernia, unilateral;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;17;ПЕРІОДОНТАЛЬНІ ВТРУЧАННЯ;456;Періодонтальні втручання;97213-00;Лікування гострої періодонтальної інфекції;Laparoscopic repair of femoral hernia, bilateral;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;17;ПЕРІОДОНТАЛЬНІ ВТРУЧАННЯ;456;Періодонтальні втручання;97221-00;Клінічний періодонтальний анализ і фіксація результатів;Laparoscopic repair of inguinal hernia, unilateral;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;17;ПЕРІОДОНТАЛЬНІ ВТРУЧАННЯ;456;Періодонтальні втручання;97222-00;Вирівнювання поверхні коренів зуба з під’ясневим кюретажем ≤ 8 зубів;Laparoscopic repair of inguinal hernia, bilateral;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;17;ПЕРІОДОНТАЛЬНІ ВТРУЧАННЯ;456;Періодонтальні втручання;97222-01;Вирівнювання поверхні коренів зуба з під’ясневим кюретажем> 8 зубів;Repair of femoral hernia, unilateral;
Клас 6;СТОМАТОЛОГІЧНІ ПОСЛУГИ;_;_;17;ПЕРІОДОНТАЛЬНІ ВТРУЧАННЯ;456;Періодонтальні втручання;97231-00;Гінгівектомія ≤ 8 зубів;Repair of femoral hernia, bilateral;
